缂栧彿,鍙戠敓鏃堕棿,鍖哄煙,elevation,slope,waterDistance,vegetationCoverage,rainfall,duration,鏈€澶у皬鏃堕洦寮?mm/h),rockType,landslide,debris_flow,barrier_lake,torrential_flood,water_logging
2947,2010/10/22,未央区六村堡,835,15,1500,42,29,0.7,40,1,1,0,1,0,1
2950,2013/9/15,灞桥区白鹿塬,834,21.6,86,30,39,1.2,17.6,1,0,0,0,0,0
2951,2011/9/10,灞桥区白鹿塬,967,16.6,643,51,34,1,17.3,1,0,0,0,0,0
2954,2022/7/6,高陵区通远,784,22.1,15,53,1,1,18.7,1,1,1,1,0,0
2955,2019/9/2,未央区谭家,586,14.2,271,30,31,1.1,40,1,0,0,0,0,1
2956,2013/7/19,周至县王家河,2196,33.4,365,76,40,0.6,14.4,4,0,1,0,0,0
2957,2019/3/12,灞桥区洪庆,644,19.6,1351,30,19,0.9,38.3,1,0,0,0,0,0
2958,2022/9/9,周至县广济,1855,31.5,42,81,18,0.9,52,4,1,0,0,0,0
2959,2022/8/19,高陵区鹿苑,974,20.2,81,60,2,0.7,16.7,4,0,0,0,0,0
2962,2021/9/10,高陵区耿镇,382,25,242,42,11,0.6,21,4,0,1,0,0,0
2966,2022/7/20,周至县板房子,2115,32.2,532,76,24,1.1,28.5,4,0,0,0,0,0
2967,2023/7/16,蓝田县葛牌,1524,31.3,123,40,17,0.7,14.9,5,1,1,1,0,0
2968,2011/8/26,蓝田县葛牌,2123,40.2,323,68,15,0.9,25,3,1,1,0,0,0
2969,2022/6/17,鄠邑区甘河,1120,32.6,580,40,17,1,26.7,4,0,1,0,0,0
2970,2013/8/27,长安区沣峪,1831,35.8,527,85,17,0.7,29.5,2,0,0,0,0,0
2971,2016/10/8,临潼区代王,855,20,219,80,12,0.9,21.9,0,1,0,0,0,0
2972,2019/12/6,长安区蒿沟,1514,20.3,731,67,36,0.6,25.8,3,0,0,0,0,0
2973,2014/8/22,鄠邑区蒋村,1469,26.1,667,87,38,1,18.1,3,0,0,0,0,0
2975,2020/9/8,周至县板房子,1387,39.9,1173,71,30,0.7,10.8,3,0,0,0,0,0
2976,2010/6/19,鄠邑区蒋村,1634,24.5,165,49,29,1.2,12.9,3,0,0,0,0,0
2977,2012/5/6,灞桥区席王,335,20.7,41,30,1,1,26.7,1,0,0,0,0,1
2978,2015/8/14,未央区谭家,486,15.3,121,30,23,0.9,11.5,1,1,1,1,0,0
2981,2015/2/8,蓝田县蓝关,853,47.9,366,81,6,1.2,16.8,2,1,1,1,0,0
2982,2018/7/10,临潼区骊山,997,25.5,868,30,6,1.1,21.3,0,0,0,0,0,0
2983,2020/8/21,阎良区关山,750,28.1,100,57,21,0.9,26,1,0,0,0,0,0
2984,2010/5/24,灞桥区狄寨,720,24.4,37,60,15,0.6,18.7,1,0,0,0,0,0
2986,2018/11/11,周至县王家河,1419,32.7,638,62,10,1.2,15.4,0,1,0,0,0,0
2990,2022/9/4,长安区子午峪,1250,40.7,836,90,11,1.1,64,2,1,0,1,0,0
2993,2023/9/15,周至县厚畛子,2198,30.7,68,66,7,1.1,26.7,5,1,1,1,0,0
2996,2011/6/29,临潼区骊山,860,21.9,80,30,7,0.7,16.7,1,1,1,0,0,0
2997,2012/9/1,临潼区骊山,566,28.5,447,33,30,0.6,22.2,1,1,1,1,0,0
3000,2023/7/22,灞桥区洪庆,466,13,121,32,4,1.1,15.3,1,0,1,0,0,1
3001,2011/9/22,临潼区斜口,599,38.2,289,65,15,0.6,20,1,0,1,1,0,0
3005,2017/9/2,鄠邑区涝峪,1020,31.8,70,73,37,1,62.4,0,1,1,0,0,0
3006,2013/7/1,鄠邑区涝峪,1457,35.7,1260,95,25,1.2,22,5,1,0,0,0,0
3008,2018/4/18,高陵区通远,875,19.5,95,30,24,1.2,9.5,4,1,1,1,0,0
3009,2013/8/31,临潼区骊山,931,46.6,20,56,28,0.8,32.3,2,1,1,1,0,0
3012,2014/4/1,阎良区武屯,694,21,523,44,2,0.7,10.7,1,1,1,1,0,0
3014,2021/9/23,鄠邑区祖庵,1029,26.3,74,40,36,0.7,14.3,0,1,0,1,0,0
3015,2012/6/16,长安区引镇,803,33.4,139,46,12,0.7,16.4,0,0,1,1,0,0
3016,2016/8/14,未央区六村堡,378,22.6,73,35,17,0.6,27.1,1,1,1,1,0,0
3020,2020/9/3,蓝田县玉川,1079,45.4,261,50,2,1.2,49.1,5,0,1,0,0,0
3021,2023/9/8,长安区引镇,1366,43.3,19,92,35,0.6,30,2,0,1,0,0,0
3027,2014/8/8,鄠邑区甘河,2473,26.1,454,79,22,1.2,36.4,3,0,0,0,0,0
3028,2016/9/12,雁塔区曲江,965,17.6,594,78,5,1.1,21.1,1,1,0,1,0,0
3029,2018/7/12,蓝田县葛牌,2050,30.9,115,40,3,0.7,21.4,0,1,1,0,0,0
3030,2020/8/31,长安区引镇,1493,33.7,799,76,33,0.6,22.6,2,0,0,0,0,0
3032,2016/10/1,灞桥区狄寨,672,14.4,1104,30,39,0.7,13.8,1,1,0,0,0,0
3036,2012/7/23,高陵区耿镇,643,16.4,425,64,28,1.1,13.8,1,0,0,0,0,1
3039,2010/8/1,周至县厚畛子,1774,46.7,242,40,28,1,40,3,1,0,0,0,0
3040,2018/9/8,长安区蒿沟,1117,41.4,212,40,32,0.7,32.2,3,1,1,0,0,0
3041,2013/7/9,蓝田县葛牌,1619,38.9,159,95,2,0.8,11.4,5,0,1,1,0,0
3042,2012/9/20,长安区引镇,1744,26.2,724,65,37,1,44,3,0,0,0,0,0
3043,2017/10/2,临潼区斜口,335,21,66,30,35,1.2,29.3,0,0,1,1,0,0
3047,2011/7/25,蓝田县蓝关,1052,36,317,89,19,0.6,36.7,3,1,0,0,0,0
3048,2011/9/18,蓝田县蓝关,1812,39.1,417,85,31,1.2,16.4,2,0,0,0,0,0
3049,2012/3/6,临潼区代王,342,31.5,205,33,15,1,26.7,0,0,1,1,0,0
3053,2015/10/14,阎良区关山,567,28.1,105,64,35,0.7,13.9,2,1,0,0,0,0
3055,2018/8/5,蓝田县九间房,2263,48,591,70,1,1.1,20,3,1,0,1,0,0
3056,2015/10/20,临潼区代王,502,22.9,178,30,33,1.1,18.1,1,0,1,1,0,0
3057,2014/9/5,长安区小峪,2241,29.7,626,71,34,0.6,28.6,2,0,0,0,0,1
3058,2011/10/1,高陵区耿镇,871,21.3,959,41,16,0.7,35,4,1,1,1,0,0
3059,2013/8/3,周至县马召,2127,29.2,96,77,10,0.9,19.7,3,0,1,1,0,0
3065,2016/2/21,周至县厚畛子,1361,30.3,110,40,14,1.2,36.4,5,1,1,1,0,0
3066,2019/9/8,周至县王家河,1905,30.8,17,88,2,1,17.4,0,0,1,0,0,0
3067,2015/11/8,周至县厚畛子,2167,34.3,71,40,30,1.2,40,5,0,1,1,0,0
3068,2015/7/18,长安区引镇,1460,40.2,150,87,4,1,10.8,0,0,0,0,0,0
3069,2021/8/4,临潼区代王,349,24.8,12,30,1,0.7,56,2,0,0,0,0,0
3070,2017/6/10,周至县王家河,1289,34.2,763,84,13,1,49.2,0,0,1,0,0,0
3071,2017/9/28,蓝田县九间房,2398,43.3,565,41,18,1.2,22.1,0,0,1,0,0,0
3072,2017/7/12,蓝田县玉川,2064,35,257,95,16,1.1,45.3,0,1,0,0,0,0
3073,2019/8/17,长安区太乙宫,1886,30.9,88,81,17,0.8,12.1,2,1,1,1,0,0
3075,2022/7/12,未央区谭家,911,27.9,69,30,35,0.8,5,1,0,1,0,0,0
3077,2022/7/13,蓝田县玉川,1424,28.9,120,40,15,0.6,28.3,0,0,1,0,0,1
3078,2019/5/3,灞桥区席王,834,20.9,547,77,5,0.7,18.1,1,0,0,0,0,0
3081,2011/9/18,周至县广济,2293,40.4,80,40,19,1.2,17.9,0,0,1,0,0,0
3083,2016/12/13,长安区蒿沟,1274,30.7,264,58,23,0.7,11.4,3,0,1,0,0,0
3084,2020/9/20,鄠邑区祖庵,2262,42.5,269,40,23,0.8,14.3,0,1,1,0,0,0
3088,2016/10/27,周至县王家河,1949,44.3,459,40,35,0.8,8.6,0,1,1,0,0,0
3095,2015/9/20,长安区小峪,2253,25.8,29,82,27,0.7,11.1,0,0,0,0,0,0
3096,2022/9/2,未央区未央宫,451,27.1,82,58,23,1,34.1,1,1,0,0,0,0
3100,2023/8/25,临潼区零口,907,27.7,204,75,8,0.9,30.8,2,0,0,0,0,0
3102,2023/5/18,高陵区通远,670,17.3,84,30,15,1.2,20,4,0,0,0,0,0
3103,2012/6/3,周至县广济,1647,29.9,571,76,38,0.6,8.5,3,0,0,0,0,0
3105,2020/8/24,雁塔区电子城,526,16.4,283,55,21,1.1,15.8,1,0,1,1,0,0
3108,2010/9/5,临潼区零口,520,38.8,156,33,19,0.8,23.8,2,1,0,0,0,0
3110,2014/6/14,灞桥区洪庆,816,23.4,1043,52,14,0.8,50,1,1,0,0,0,0
3111,2022/12/24,蓝田县玉川,1353,36.2,25,94,10,1.2,48,5,1,1,1,0,0
3112,2023/8/20,长安区子午峪,1614,44.4,450,95,19,0.9,10.8,3,0,0,0,0,0
3116,2018/9/16,周至县广济,1734,30.8,123,67,3,1.1,22.2,3,1,0,1,0,0
3117,2015/8/30,灞桥区白鹿塬,820,15.9,917,30,39,0.9,14,1,0,0,0,0,0
3118,2015/7/3,高陵区耿镇,783,14.9,79,30,22,1,21.5,1,0,1,1,0,1
3119,2011/9/5,周至县马召,1269,20,130,93,23,1.2,8.4,4,0,1,0,0,0
3120,2013/4/19,灞桥区席王,644,17.9,59,30,32,0.9,8,1,0,0,0,0,1
3121,2013/5/23,周至县马召,2370,43.4,152,69,31,0.9,40,3,1,0,0,0,0
3123,2014/3/11,长安区蒿沟,1660,37.1,516,87,26,1.2,6,0,0,1,1,0,0
3124,2022/1/16,灞桥区白鹿塬,721,27.6,52,80,26,1.1,26,1,0,1,0,0,0
3128,2012/8/11,雁塔区曲江,577,22.8,279,69,16,0.9,28,0,0,0,0,0,1
3129,2018/8/11,长安区沣峪,1005,26.9,7,95,39,0.7,21.1,2,0,0,0,0,0
3131,2020/8/18,周至县板房子,1708,24.4,978,93,37,0.6,10.3,0,0,0,0,0,0
3133,2015/8/7,灞桥区狄寨,705,15.9,530,68,23,1,20,1,0,0,0,0,0
3134,2021/5/13,灞桥区席王,320,17.4,345,30,10,0.8,22.9,1,0,1,1,0,0
3135,2016/8/23,周至县厚畛子,1532,27.4,547,94,27,1.1,22,5,0,0,0,0,0
3136,2017/8/30,灞桥区白鹿塬,454,21.1,136,37,36,0.6,26.2,1,0,0,0,0,0
3138,2018/7/31,周至县板房子,1277,32.1,338,40,3,0.9,9.8,0,1,1,0,0,0
3140,2010/8/10,鄠邑区祖庵,2156,29.5,25,78,9,0.7,31.8,4,0,1,1,0,0
3142,2017/11/19,雁塔区电子城,799,35,1500,55,34,1,23.1,0,0,0,0,0,0
3143,2019/8/23,临潼区骊山,313,37.9,174,30,18,1.2,9.6,0,0,1,0,0,1
3146,2016/10/31,蓝田县汤峪,2403,36.4,491,59,15,1.2,18.5,3,1,0,0,0,0
3147,2010/6/17,雁塔区曲江,606,29.3,13,49,5,1.2,26.2,0,0,1,0,0,0
3149,2017/8/22,周至县广济,2337,33.2,232,49,28,1.2,13.5,5,1,1,1,0,0
3150,2018/5/14,周至县马召,2196,34.1,1101,77,31,1.2,12.3,4,0,0,0,0,1
3153,2018/5/15,长安区太乙宫,978,43.8,160,40,37,1.1,6.8,2,0,1,1,0,0
3157,2018/8/3,灞桥区洪庆,976,19.4,211,56,4,0.9,46.7,1,0,1,1,0,0
3162,2023/8/17,灞桥区洪庆,931,22.2,314,31,23,1,18.5,1,0,0,0,0,0
3163,2022/7/2,周至县广济,1359,28.2,515,40,26,0.7,10.8,4,1,0,0,0,0
3166,2023/9/5,雁塔区曲江,920,11,100,63,0,0.7,10.3,1,0,0,0,0,1
3167,2020/8/10,阎良区新兴,879,21.5,252,33,16,1.1,11,4,1,1,1,0,0
3169,2011/8/28,长安区小峪,917,31.7,110,52,3,0.8,22.2,3,1,1,1,0,0
3171,2022/8/12,临潼区代王,908,34.7,166,64,11,1.1,5.6,0,0,1,0,0,0
3172,2019/10/25,灞桥区席王,583,14.9,753,37,19,0.7,26,1,1,0,0,0,0
3175,2023/9/29,鄠邑区蒋村,1387,35.9,36,44,26,1,11.8,0,0,1,1,0,0
3177,2022/9/10,长安区蒿沟,1768,30.7,303,72,35,1,30.8,0,0,1,0,0,0
3181,2019/7/23,鄠邑区蒋村,2040,33.4,434,94,39,1.2,12.9,5,0,0,0,0,0
3182,2022/7/1,周至县板房子,2270,45.9,6,40,34,0.7,20,3,0,1,0,0,0
3183,2017/5/3,鄠邑区蒋村,812,29.9,53,78,18,0.6,40,5,0,0,0,0,0
3185,2016/9/6,阎良区武屯,401,17.9,542,78,29,1,22.5,4,0,0,0,0,0
3191,2012/12/31,阎良区武屯,599,16.9,247,67,9,0.6,7.2,4,0,0,0,0,0
3192,2016/7/31,未央区未央宫,616,19,679,30,36,0.7,25,1,0,0,0,0,0
3196,2013/9/1,灞桥区洪庆,692,10.4,848,70,25,1.2,15.2,1,0,0,0,0,1
3198,2013/8/9,周至县广济,1263,36.8,1136,75,8,1.2,22.1,0,1,0,0,0,0
3200,2011/8/23,蓝田县九间房,1832,38.8,205,45,38,1.1,19.3,5,1,1,1,0,0
3201,2022/9/26,周至县板房子,1917,22.1,844,86,39,1.1,34.8,5,0,0,0,0,0
3202,2013/9/10,鄠邑区甘河,982,27.7,109,90,39,0.9,13.9,0,0,0,0,0,0
3204,2017/2/19,蓝田县葛牌,1883,40.1,287,81,13,1.2,47.7,2,1,0,0,0,0
3207,2019/5/1,长安区子午峪,1156,25,104,93,12,1.2,50,2,0,1,0,0,0
3209,2010/9/19,雁塔区曲江,469,18.4,216,54,20,0.7,58,1,0,0,0,0,1
3212,2011/8/18,长安区小峪,1194,38.9,212,91,12,1.2,33.3,2,1,0,0,0,0
3213,2014/8/6,灞桥区白鹿塬,624,19.3,28,55,0,0.8,34,1,0,0,0,0,0
3215,2015/9/29,蓝田县蓝关,1457,34.2,804,89,1,0.8,10.7,0,0,0,0,0,1
3216,2014/7/15,鄠邑区玉蝉,2180,46.4,867,93,35,0.9,6.7,3,1,1,1,0,0
3217,2011/8/15,临潼区骊山,707,36.4,213,51,34,0.7,12,1,1,0,0,0,0
3219,2022/8/6,灞桥区洪庆,663,17.4,585,30,20,0.7,32.7,1,0,0,0,0,0
3220,2014/7/17,鄠邑区祖庵,2009,37.1,397,94,27,0.6,36.4,5,1,0,0,0,0
3222,2022/9/10,蓝田县汤峪,880,36.6,365,90,16,0.9,22.2,3,0,1,0,0,0
3225,2013/7/8,灞桥区洪庆,644,13.3,97,52,20,1.2,24,1,0,0,0,0,0
3226,2018/5/28,长安区沣峪,1790,34.1,33,40,29,1.2,10.9,0,1,1,1,0,0
3229,2010/5/30,鄠邑区甘河,1552,37.3,213,67,9,0.8,25,3,0,1,0,0,0
3230,2018/7/2,周至县厚畛子,1469,24.6,271,95,32,0.7,13.2,0,0,0,0,0,0
3231,2017/9/16,长安区引镇,1374,31.1,141,55,38,1.2,21.2,2,1,0,0,0,0
3233,2014/8/27,周至县厚畛子,968,27.9,190,43,6,1,23.3,5,0,1,0,0,0
3234,2019/6/23,鄠邑区蒋村,2346,41.4,67,40,14,0.8,15.9,5,1,1,1,0,0
3235,2016/9/12,高陵区耿镇,571,24.7,93,56,23,1,20,4,0,0,0,0,0
3241,2021/10/13,阎良区新兴,339,20.7,282,30,0,0.9,25.2,2,0,1,1,0,0
3242,2021/7/2,长安区子午峪,825,34,301,68,28,1.2,20.5,0,1,1,1,0,0
3244,2018/2/9,蓝田县玉川,2304,36.3,129,54,23,0.8,16.7,3,0,1,1,0,0
3246,2023/6/17,雁塔区杜城,749,16.5,208,69,24,1.1,22.7,0,0,1,0,0,1
3247,2020/8/28,蓝田县九间房,2406,37.9,1265,51,26,1.1,12.9,3,0,0,0,0,0
3249,2015/11/27,长安区小峪,2014,26.6,188,94,1,0.7,43.7,3,0,1,0,0,0
3250,2022/7/8,蓝田县九间房,2056,42.4,206,72,34,1,45.2,5,0,1,1,0,0
3253,2020/10/27,长安区引镇,965,35.8,53,95,33,0.6,40,0,1,1,1,0,0
3255,2018/9/3,周至县马召,829,20,276,57,40,0.8,19,5,0,0,0,0,0
3256,2020/5/28,临潼区斜口,555,46.6,39,60,34,1,40,2,0,0,0,0,0
3257,2017/8/19,未央区六村堡,895,25.7,148,65,15,1.1,36,1,0,0,0,0,0
3258,2014/10/13,长安区太乙宫,1920,33.7,161,40,23,1,29.6,3,1,1,1,0,0
3259,2014/9/11,周至县王家河,1893,28,13,87,12,0.7,13.5,0,1,1,1,0,0
3260,2014/9/30,临潼区斜口,929,34.5,652,46,40,1.2,15,0,1,0,0,0,0
3262,2023/9/28,蓝田县蓝关,1459,27.3,671,62,38,0.8,14.8,5,0,0,0,0,0
3265,2018/8/23,蓝田县汤峪,850,24.8,86,46,24,0.8,23.3,5,1,1,1,0,0
3268,2019/10/27,鄠邑区甘河,1623,46.8,414,55,17,0.6,11.5,3,1,0,0,0,0
3269,2022/8/24,蓝田县葛牌,1552,43.7,25,42,9,0.6,19.3,2,1,1,1,0,0
3270,2017/10/19,周至县马召,1009,35.5,14,40,7,0.8,20,0,0,0,0,0,0
3271,2019/7/5,雁塔区电子城,354,20.4,792,30,12,0.8,6.4,0,0,0,0,0,1
3272,2014/7/22,临潼区零口,596,37.6,27,68,3,0.6,15.1,1,1,1,1,0,1
3273,2023/6/5,未央区谭家,332,18.1,75,30,8,0.8,22.9,1,0,1,1,0,1
3276,2022/8/15,长安区子午峪,982,46.7,693,43,12,0.8,15.4,3,1,1,1,0,0
3277,2014/8/22,蓝田县葛牌,1902,36.3,279,91,38,0.8,15.5,3,0,0,0,0,0
3281,2022/6/25,长安区小峪,1937,37.5,111,95,26,1.1,27.6,3,0,0,0,0,0
3284,2014/9/15,鄠邑区甘河,822,20,594,76,7,1.2,12.5,0,0,0,0,0,1
3286,2019/7/18,周至县厚畛子,1509,35.7,269,40,15,1.2,25.4,4,0,1,1,0,0
3288,2021/9/14,蓝田县葛牌,2417,30.1,220,79,32,0.9,19.3,0,1,1,0,0,0
3289,2022/7/21,周至县王家河,2114,38.7,434,52,31,1,22.9,4,1,1,1,0,0
3290,2016/9/19,灞桥区洪庆,772,12.4,63,59,21,1.2,68,1,1,0,0,0,0
3291,2010/8/5,周至县板房子,1154,35.2,192,40,5,0.7,32.6,0,1,1,0,0,0
3294,2015/7/28,周至县板房子,1462,47.3,424,66,29,0.9,23.5,3,1,1,1,0,0
3295,2020/9/14,蓝田县蓝关,2355,20,353,58,1,0.7,9.8,2,1,1,0,0,0
3296,2017/8/9,未央区未央宫,711,28.4,232,30,4,1.1,27.7,1,1,0,0,0,0
3297,2019/11/13,蓝田县汤峪,1996,41.3,168,66,14,0.7,13.8,3,1,0,1,0,0
3302,2014/6/28,长安区子午峪,2166,31.5,204,60,7,0.9,9.8,3,1,1,1,0,0
3303,2022/3/26,长安区太乙宫,2030,26.8,267,85,3,0.9,16.1,2,0,0,0,0,0
3304,2016/9/25,蓝田县葛牌,1017,28.3,338,65,9,1,26.5,5,0,1,0,0,0
3305,2019/8/3,长安区引镇,2417,39.7,630,40,2,0.8,29.7,0,1,1,1,0,0
3307,2021/6/23,鄠邑区祖庵,2432,20,233,73,10,1,9.6,0,0,1,0,0,0
3308,2013/10/23,长安区子午峪,2412,26.8,12,87,13,0.7,22.5,2,0,1,0,0,1
3309,2022/4/7,雁塔区电子城,864,19.2,563,54,28,0.7,18.7,1,1,0,1,0,0
3310,2021/9/11,长安区小峪,1481,36.1,84,74,31,0.9,56.7,2,1,0,0,0,0
3313,2011/6/14,临潼区零口,881,34.7,48,33,12,1,16.2,1,1,1,1,0,0
3315,2013/9/22,临潼区零口,684,36.3,616,30,11,1,7.3,1,0,0,0,0,0
3319,2023/9/21,周至县王家河,850,32.8,124,78,8,1.2,34.2,4,1,1,0,0,0
3321,2012/8/6,临潼区骊山,730,28.2,437,30,25,1,19.1,0,0,1,0,0,0
3323,2018/7/27,周至县广济,885,29.3,54,81,25,1.1,58,0,0,1,0,0,0
3327,2023/7/14,阎良区武屯,889,14.6,553,44,37,1.2,5.3,4,1,0,0,0,0
3328,2010/3/5,临潼区骊山,385,29.1,280,53,3,0.8,26.7,2,0,0,0,0,0
3330,2012/10/13,鄠邑区涝峪,1223,43.8,261,82,27,1,56,5,0,0,0,0,0
3331,2023/7/14,灞桥区洪庆,340,20.8,576,30,10,1.1,34,1,1,0,0,0,1
3332,2012/5/1,周至县马召,1401,22.8,122,80,31,0.6,19.3,5,0,0,0,0,0
3334,2021/9/22,灞桥区狄寨,881,24.5,238,42,36,1.1,13,1,0,1,1,0,0
3336,2015/9/6,灞桥区洪庆,676,27.4,82,52,17,0.6,6.2,1,1,0,1,0,0
3342,2014/5/26,周至县马召,950,23.8,269,48,1,0.9,12,3,0,1,0,0,0
3344,2021/7/6,周至县广济,1598,39.8,466,64,40,0.8,5,4,0,0,0,0,1
3346,2023/7/28,周至县板房子,2367,30.6,82,81,16,0.8,18.1,3,0,1,0,0,0
3348,2014/9/20,长安区引镇,1047,48.4,1500,89,40,0.8,30.8,0,0,0,0,0,0
3349,2022/9/10,鄠邑区玉蝉,2280,41.6,167,94,29,0.8,16,0,1,1,1,0,0
3351,2022/9/29,周至县厚畛子,1018,48.2,305,53,25,0.8,7.7,5,0,1,1,0,0
3352,2012/7/11,长安区引镇,2365,33,317,75,3,0.8,36.4,2,0,1,0,0,0
3353,2017/10/25,周至县广济,1451,38.4,67,49,2,1.1,16.3,3,1,0,0,0,0
3354,2021/9/16,鄠邑区蒋村,1789,37.9,544,40,12,0.7,16,3,0,1,0,0,0
3360,2021/6/8,蓝田县玉川,868,33.1,847,60,13,0.8,34.2,2,0,1,1,0,0
3361,2021/10/21,高陵区耿镇,630,18.4,425,60,12,0.7,22,1,0,0,0,0,0
3362,2014/7/12,蓝田县九间房,1125,26.7,14,54,22,0.9,33.3,3,0,1,1,0,0
3363,2016/4/25,临潼区斜口,527,37.7,425,80,35,1.1,15.8,0,0,0,0,0,0
3364,2010/9/6,周至县王家河,2076,35.3,793,50,2,1,19.5,5,1,0,0,0,0
3365,2020/9/30,蓝田县蓝关,991,29,579,40,21,1.1,22,5,1,0,0,0,0
3366,2019/10/15,雁塔区电子城,302,25.5,513,79,4,0.7,13.8,1,0,0,0,0,1
3368,2010/8/11,灞桥区席王,371,16.9,28,30,7,0.6,12.9,1,1,1,0,0,0
3369,2010/9/1,长安区沣峪,2115,40.4,319,50,33,0.9,45.7,3,1,0,0,0,0
3370,2023/10/28,灞桥区狄寨,904,12.9,299,67,34,0.7,13.7,1,0,0,0,0,0
3372,2013/5/4,临潼区斜口,564,38.6,1443,30,17,0.8,8.8,1,1,1,1,0,0
3374,2019/5/13,长安区子午峪,2217,47.7,324,52,7,0.8,30,3,1,0,0,0,0
3378,2020/7/22,周至县王家河,1029,27.5,241,40,39,0.6,23,4,1,1,1,0,1
3380,2010/8/28,蓝田县九间房,2315,30.2,326,94,6,0.8,36.4,5,0,0,0,0,0
3383,2014/9/12,周至县马召,1552,23,38,94,12,0.7,26.7,3,1,0,0,0,0
3385,2023/7/17,周至县马召,2103,36.9,61,91,2,1.1,24.2,5,0,0,0,0,0
3388,2011/7/4,灞桥区狄寨,533,21.8,41,30,40,0.6,25.5,1,1,1,0,0,0
3389,2017/9/1,临潼区斜口,460,39,23,43,40,0.7,26,2,1,1,1,0,0
3390,2017/6/29,未央区六村堡,835,21.2,395,32,10,0.6,40,1,0,1,1,0,0
3391,2012/10/8,灞桥区白鹿塬,796,18,89,39,18,0.8,26.3,1,0,1,0,0,0
3392,2013/10/9,鄠邑区涝峪,1137,29.2,266,77,32,1.1,28.6,4,0,0,0,0,0
3393,2017/7/19,蓝田县玉川,1246,20,97,95,36,0.6,31.1,0,0,0,0,0,0
3395,2019/7/23,长安区太乙宫,2328,33.6,2,95,0,0.7,18.2,3,0,0,0,0,0
3398,2019/8/15,长安区小峪,1828,21.4,1182,73,0,1.2,20,0,0,0,0,0,0
3399,2012/9/3,灞桥区席王,623,17.5,536,51,19,1.1,10.4,1,0,0,0,0,0
3400,2016/8/27,周至县广济,1301,30,603,60,23,1,51.8,4,0,0,0,0,0
3401,2012/4/28,临潼区骊山,726,32.5,243,30,4,1,23,1,1,0,1,0,0
3402,2021/5/19,灞桥区白鹿塬,775,19.9,60,62,37,1.2,18.6,1,1,0,0,0,0
3403,2021/9/9,临潼区斜口,440,34.4,669,41,13,0.8,28.9,1,1,0,0,0,0
3405,2019/9/9,蓝田县玉川,1281,35.6,201,77,13,1.1,14.8,3,0,1,0,0,1
3407,2019/8/5,周至县广济,2491,30.5,376,86,29,0.7,20.5,4,0,0,0,0,0
3408,2012/6/27,周至县广济,2382,37,134,89,5,0.6,28.8,0,0,1,0,0,0
3410,2020/10/29,长安区蒿沟,1438,40.7,244,55,25,0.9,10.4,2,1,1,0,0,0
3411,2015/9/3,周至县厚畛子,1063,20,39,93,36,1,13.9,4,0,1,0,0,0
3413,2016/8/24,长安区子午峪,834,47.5,60,64,4,0.9,55,0,0,0,0,0,0
3415,2016/9/23,长安区引镇,2450,50,251,47,24,1.2,33.8,2,1,0,0,0,0
3416,2018/12/5,阎良区关山,895,20.7,33,30,40,0.7,34,1,0,0,0,0,0
3417,2023/7/9,长安区引镇,1714,31.9,542,47,21,0.7,65,0,1,1,0,0,0
3418,2021/9/1,长安区子午峪,2479,43.1,1011,40,5,0.8,31.8,3,0,0,0,0,0
3419,2013/5/9,周至县厚畛子,2165,38.3,153,79,8,0.7,22.1,5,0,1,0,0,0
3420,2012/8/22,未央区谭家,366,31.3,923,30,29,0.8,15.7,1,1,0,0,0,1
3421,2018/7/30,灞桥区席王,675,17.5,601,65,20,0.9,20,1,0,0,0,0,0
3422,2011/6/11,雁塔区杜城,339,22.4,647,63,0,1,25,1,0,0,0,0,0
3424,2016/7/8,长安区蒿沟,851,40,393,95,36,1.2,5,0,0,0,0,0,1
3425,2018/11/1,临潼区代王,443,31.9,571,30,38,0.6,8.9,1,1,0,0,0,0
3426,2012/9/13,高陵区通远,733,24.5,170,43,29,0.9,10.2,1,0,1,0,0,0
3427,2022/8/23,灞桥区席王,925,15.1,419,30,10,1,21.1,1,1,1,0,0,0
3428,2013/12/28,雁塔区电子城,633,19.2,84,39,7,1.2,11.1,1,1,0,0,0,0
3429,2019/7/13,临潼区斜口,813,29.7,58,71,30,1.1,8.4,0,0,0,0,0,0
3430,2017/7/12,长安区太乙宫,1846,41.1,103,84,24,1.1,31.4,3,1,0,1,0,0
3431,2011/9/4,鄠邑区蒋村,1457,47.7,780,88,34,0.7,25.9,0,0,0,0,0,0
3432,2017/10/24,雁塔区曲江,912,20.7,905,40,10,0.8,18.6,0,0,1,0,0,0
3434,2015/10/9,长安区蒿沟,2113,31.1,968,69,5,0.6,51.2,0,0,0,0,0,0
3435,2016/6/4,周至县厚畛子,2163,41.9,290,63,16,0.7,13.3,0,0,0,0,0,0
3436,2015/6/29,周至县广济,2149,45.1,1173,74,23,1,22.9,3,0,0,0,0,0
3440,2017/9/16,鄠邑区祖庵,2090,35,35,62,35,0.7,20,3,1,1,0,0,1
3441,2016/6/7,长安区沣峪,1210,28.4,458,52,23,1,37.5,2,0,0,0,0,0
3442,2020/7/4,高陵区鹿苑,361,24.4,110,68,32,0.9,20,4,0,1,0,0,0
3443,2014/8/13,雁塔区杜城,726,15.8,253,30,27,0.8,21.4,0,0,1,0,0,0
3444,2015/7/5,蓝田县葛牌,1178,20,594,87,16,0.8,15.4,5,0,0,0,0,0
