编号,发生时间,区域,elevation,slope,waterDistance,vegetationCoverage,rainfall,duration,最大小时雨强(mm/h),rockType,landslide,debris_flow,barrier_lake,torrential_flood,water_logging
2486,2010/10/9,鄠邑区玉蝉,1948,34.8,261,92,33,2.2,30,5,0,1,0,0,0
2487,2015/10/3,周至县广济,1591,43.1,398,62,20,2.5,16,0,1,0,1,1,0
2488,2020/6/3,长安区沣峪,990,38.8,462,57,34,5.3,12.8,2,1,0,0,1,0
2489,2010/8/14,蓝田县蓝关,1547,33.8,361,95,51,18.3,5.6,0,0,1,0,1,1
2490,2010/10/19,长安区太乙宫,1136,24.6,12,82,44,6.4,13.8,0,0,0,0,0,0
2491,2017/6/7,未央区谭家,537,10.4,104,67,12,1,24,1,0,1,0,0,1
2492,2020/10/15,雁塔区电子城,732,21.9,534,63,13,2.7,9.6,0,0,0,0,1,0
2493,2017/10/19,鄠邑区涝峪,1893,20,138,95,32,4.4,14.5,5,0,1,0,0,0
2494,2014/7/2,雁塔区曲江,999,14.6,52,30,29,5.2,11.2,0,1,1,1,0,1
2495,2013/11/10,长安区太乙宫,1009,38.2,1147,71,23,4.6,10,2,1,0,1,1,0
2496,2017/7/6,蓝田县九间房,2433,34.5,85,74,31,2.5,24.8,0,0,1,1,0,0
2497,2021/9/30,蓝田县蓝关,1857,23.5,30,95,27,2.7,20,3,0,0,0,0,0
2498,2017/9/7,灞桥区席王,510,28.8,92,30,25,1.1,45.5,1,0,1,1,0,0
2499,2021/10/9,长安区小峪,1708,31.3,253,40,22,2.1,21,3,0,0,0,1,0
2500,2011/11/8,临潼区骊山,680,49.9,587,38,64,13.2,9.7,2,1,0,0,1,0
2501,2022/9/20,高陵区鹿苑,328,13.4,61,48,20,4.5,8.9,1,0,0,0,1,0
2502,2013/5/30,未央区谭家,661,17.9,421,55,20,3.2,12.5,1,1,0,0,0,0
2503,2010/9/5,长安区太乙宫,1113,47.5,84,54,45,3.3,27.3,3,0,0,0,1,0
2504,2019/8/13,高陵区鹿苑,713,16.9,107,30,23,2.5,18.4,4,0,1,0,0,0
2505,2013/5/3,蓝田县蓝关,1886,31.5,158,95,27,3.2,16.9,2,1,1,1,1,0
2506,2021/10/11,鄠邑区甘河,2208,40.4,49,80,34,1,68,3,0,1,0,0,1
2507,2019/7/4,灞桥区洪庆,357,24,54,80,32,3.6,17.8,1,0,1,1,1,0
2508,2022/7/31,灞桥区白鹿塬,992,14.8,104,45,26,1.9,27.4,1,0,1,1,1,1
2509,2015/7/10,长安区引镇,2425,37.3,150,70,24,1,48,2,1,1,0,0,0
2510,2022/9/26,临潼区斜口,508,29.6,561,65,31,3.4,18.2,2,0,0,0,0,0
2511,2011/5/25,未央区未央宫,424,15.4,48,36,21,1.8,23.3,1,0,1,1,1,0
2512,2015/7/2,高陵区通远,410,16.8,101,30,31,23.9,5,1,0,1,1,1,0
2513,2018/8/15,周至县板房子,1149,26.3,10,40,20,1.1,36.4,3,0,0,0,0,0
2514,2020/9/23,灞桥区洪庆,673,15.6,472,36,20,1.4,28.6,1,0,1,0,0,0
2515,2017/7/24,蓝田县蓝关,1580,26.5,314,40,40,6.1,13.1,3,1,1,1,1,0
2516,2019/9/15,长安区太乙宫,1846,50,544,91,30,3.2,18.8,3,1,1,1,0,1
2517,2013/6/17,临潼区零口,654,29.8,21,64,39,2.6,30,2,0,1,1,1,0
2518,2022/7/8,雁塔区电子城,567,29.4,640,38,27,2.7,20,0,0,0,0,0,0
2519,2013/7/14,临潼区零口,409,24,701,35,20,1,40,1,0,1,0,0,0
2520,2014/10/25,周至县板房子,1660,32.6,227,76,39,1.3,60,4,0,1,0,0,0
2521,2010/9/18,长安区小峪,1142,41.5,302,40,20,2.8,14.3,3,1,1,0,0,0
2522,2022/9/27,阎良区关山,548,26,769,30,21,1,42,2,1,0,1,1,0
2523,2018/5/23,长安区蒿沟,975,26.2,240,46,87,3.4,51.2,2,0,0,0,1,0
2524,2023/10/20,长安区太乙宫,1511,47.9,206,40,78,10,15.6,2,1,0,0,0,0
2525,2017/6/28,周至县板房子,1789,33.7,743,95,20,2.2,18.2,5,0,0,0,0,0
2526,2020/9/5,周至县厚畛子,822,21.7,474,94,27,3.5,15.4,4,0,0,0,0,0
2527,2014/12/9,长安区引镇,1088,43.8,195,55,100,3.9,51.3,0,0,1,0,0,0
2528,2017/9/8,临潼区代王,722,31.9,436,42,67,13.7,9.8,0,1,1,1,1,0
2529,2013/9/15,蓝田县九间房,1050,47.7,45,81,71,5.6,25.4,0,0,1,0,1,0
2530,2020/7/10,临潼区骊山,394,41.4,634,61,39,2.5,31.2,2,1,1,1,0,0
2531,2010/3/28,蓝田县汤峪,1918,41,634,64,29,1.9,30.5,0,0,0,0,0,0
2532,2014/8/21,长安区蒿沟,1035,49,102,60,22,1.9,23.2,3,1,1,0,0,0
2533,2012/6/24,鄠邑区涝峪,968,28.1,271,84,25,5.8,8.6,3,0,0,0,0,0
2534,2023/9/8,雁塔区曲江,618,26,298,39,23,2.9,15.9,0,0,1,0,0,0
2535,2013/7/21,阎良区新兴,425,24.3,303,30,32,5.6,11.4,2,0,0,0,0,1
2536,2022/9/3,周至县马召,2031,25.9,124,61,31,3.6,17.2,4,0,0,0,1,0
2537,2014/9/17,周至县板房子,1494,26.3,50,40,54,2.9,37.2,3,1,1,1,1,0
2538,2023/8/7,灞桥区狄寨,427,19.3,42,34,24,3.5,13.7,1,1,1,1,0,1
2539,2014/7/15,周至县马召,2145,34.7,401,77,39,5.3,14.7,5,1,1,1,0,0
2540,2017/7/31,长安区太乙宫,1222,24.8,104,40,21,2.7,15.6,2,1,1,1,1,1
2541,2022/9/5,临潼区代王,826,26.3,423,71,42,3.3,25.5,0,0,0,0,1,1
2542,2023/8/1,鄠邑区玉蝉,1065,32.4,703,95,41,2.1,39,5,0,1,0,0,0
2543,2016/8/11,未央区未央宫,661,26.3,139,57,10,2.1,9.5,1,0,1,1,1,0
2544,2021/10/9,蓝田县九间房,1157,34.8,19,78,39,3.1,25.2,2,1,1,1,1,0
2545,2021/7/28,鄠邑区涝峪,910,43.4,22,40,37,1.8,41.1,5,0,1,1,1,0
2546,2013/9/1,蓝田县汤峪,2432,36.2,87,93,20,2.3,17.4,0,0,1,0,1,0
2547,2023/12/28,灞桥区狄寨,945,23,99,39,31,6,10.3,1,0,1,1,0,0
2548,2012/10/23,长安区子午峪,2224,36.6,230,50,34,3.4,20,2,1,0,1,1,0
2549,2015/12/27,长安区引镇,984,44.5,61,95,55,5.6,19.6,3,1,1,1,1,0
2550,2018/4/25,灞桥区狄寨,617,19.1,1158,66,31,4.2,14.8,1,0,0,0,0,0
2551,2012/9/30,灞桥区洪庆,585,23.2,966,46,18,1.8,20,1,0,0,0,0,0
2552,2013/11/12,周至县厚畛子,1345,36.9,1500,40,25,1.1,45.5,0,1,0,0,0,0
2553,2012/7/17,长安区太乙宫,2252,37.1,626,95,24,4.2,11.4,2,1,1,1,0,1
2554,2018/10/28,长安区子午峪,1623,26.9,190,40,64,12.3,10.4,2,1,1,1,0,1
2555,2021/11/3,长安区蒿沟,2080,26.9,208,67,20,1.1,36.4,0,0,0,0,0,0
2556,2019/10/20,鄠邑区蒋村,1559,31.2,78,67,37,8.1,9.1,4,0,0,0,0,0
2557,2023/10/19,蓝田县玉川,1405,34.8,518,94,20,3.2,12.5,5,1,0,0,1,0
2558,2015/8/17,长安区小峪,1754,42.7,269,81,21,1.3,32.3,2,0,1,1,1,0
2559,2023/8/4,长安区子午峪,2348,29.2,419,40,28,10.1,5.5,2,1,1,0,0,0
2560,2010/7/7,未央区未央宫,309,25.2,133,78,28,2.2,25.5,1,0,1,0,0,1
2561,2023/9/19,周至县王家河,1013,34.8,293,54,67,5.8,23.1,4,0,0,0,1,1
2562,2014/7/9,鄠邑区玉蝉,859,43.6,127,40,36,3.7,19.5,4,1,1,1,1,0
2563,2010/9/12,鄠邑区祖庵,2234,31.1,13,40,93,13,14.3,0,1,1,1,1,1
2564,2020/7/20,长安区太乙宫,1486,40.8,393,91,34,4.2,16.2,2,0,0,0,0,0
2565,2012/6/30,长安区引镇,1042,39.8,44,74,32,4.6,13.9,0,0,0,0,0,0
2566,2014/8/7,灞桥区席王,989,19.1,87,68,14,1.4,20,1,0,1,0,0,0
2567,2012/9/30,鄠邑区祖庵,810,42.9,202,68,25,3.4,14.7,0,0,1,1,1,0
2568,2020/8/11,长安区蒿沟,2234,41.7,141,49,66,2.8,47.1,2,1,0,0,1,0
2569,2017/8/5,鄠邑区祖庵,1820,33.9,270,40,57,8.5,13.4,0,1,0,0,1,0
2570,2014/10/12,长安区小峪,1668,42.8,895,50,23,1.2,38.3,3,0,1,0,0,1
2571,2015/10/18,长安区引镇,1011,25.4,62,88,79,8,19.8,2,0,1,0,1,0
2572,2014/6/7,临潼区代王,769,39.8,38,30,41,5,16.4,2,0,0,0,0,0
2573,2015/7/29,阎良区武屯,632,16,16,45,10,1,20,2,0,0,0,1,0
2574,2021/11/9,雁塔区曲江,371,21.4,85,30,27,1.4,38.6,0,0,0,0,0,1
2575,2014/6/27,蓝田县汤峪,2030,43.9,324,60,21,5.9,7.1,3,0,0,0,1,0
2576,2011/8/10,蓝田县九间房,887,35.4,1332,54,20,1,40,3,0,1,0,0,0
2577,2019/7/1,长安区沣峪,1720,36.6,286,72,39,5.2,15,2,0,0,0,0,0
2578,2022/5/30,灞桥区洪庆,986,23.2,168,30,41,2.4,34.2,1,1,0,1,0,0
2579,2013/9/18,长安区蒿沟,1064,34.2,190,94,36,3.5,20.6,3,0,0,0,1,0
2580,2021/7/18,周至县厚畛子,1749,34.3,505,40,74,9.6,15.4,5,1,1,1,1,0
2581,2022/9/14,鄠邑区祖庵,1046,33.1,286,40,45,7,12.9,5,1,1,1,1,0
2582,2018/7/28,灞桥区狄寨,389,21.9,327,68,22,1,44,1,0,0,0,0,0
2583,2013/11/23,长安区小峪,1796,25.3,215,77,121,13.1,18.5,2,0,0,0,0,0
2584,2014/10/21,长安区小峪,1089,34.7,173,88,110,15.7,14,0,1,1,1,1,1
2585,2023/8/13,蓝田县葛牌,1825,43.3,32,40,42,2.1,40,0,1,1,1,1,1
2586,2023/11/19,长安区蒿沟,935,31.1,386,83,24,4.5,10.7,2,0,1,0,0,0
2587,2022/8/31,长安区引镇,2272,45.4,204,86,39,5.5,14.2,3,1,1,0,1,0
2588,2023/7/16,灞桥区白鹿塬,508,17.6,578,34,17,2,17,1,1,0,0,0,0
2589,2021/7/6,长安区小峪,1877,33.6,814,65,34,4.2,16.2,2,0,0,0,0,0
2590,2018/8/1,未央区未央宫,651,11.1,197,40,22,2.6,16.9,1,0,0,0,0,1
2591,2018/5/27,长安区沣峪,2033,27.7,1000,62,30,2.3,26.1,3,0,0,0,0,0
2592,2023/7/3,长安区蒿沟,2230,21.9,55,79,24,3,16,0,1,0,0,0,0
2593,2021/9/10,雁塔区电子城,846,26.5,146,60,15,2.1,14.3,0,0,0,0,0,0
2594,2013/10/19,长安区太乙宫,1817,30.8,150,57,25,2.6,19.2,3,0,1,1,0,0
2595,2013/9/8,灞桥区狄寨,588,16,28,30,23,2.8,16.4,1,1,1,0,0,0
2596,2021/10/4,灞桥区白鹿塬,516,16.8,111,30,25,1.9,26.3,1,0,0,0,0,0
2597,2014/8/20,未央区六村堡,514,22.2,176,58,21,2.3,18.3,1,0,1,0,0,0
2598,2013/9/14,临潼区零口,359,39.5,664,43,21,2,21,0,1,1,1,0,0
2599,2011/5/28,未央区谭家,412,14,177,30,26,5.6,9.3,1,1,1,1,1,1
2600,2018/9/10,灞桥区洪庆,543,12.7,168,52,26,5.3,9.8,1,0,0,0,0,0
2601,2018/9/7,雁塔区曲江,689,10,86,49,19,3.8,10,0,0,0,0,0,0
2602,2014/12/20,雁塔区曲江,918,22.1,296,47,29,1.5,38.7,0,0,1,0,1,0
2603,2013/6/13,鄠邑区蒋村,1695,47.9,159,40,52,5.3,19.6,5,0,1,0,1,0
2604,2012/9/3,鄠邑区祖庵,2063,44.9,37,75,44,5.5,16,5,0,0,0,0,0
2605,2017/8/14,临潼区斜口,732,36.8,18,59,22,2.8,15.7,1,1,0,0,1,0
2606,2015/7/9,鄠邑区涝峪,1124,20,683,61,21,5.2,8.1,4,0,0,0,0,0
2607,2012/7/9,临潼区代王,366,50,501,58,43,6.5,13.2,0,0,0,0,0,0
2608,2013/5/3,周至县板房子,2033,30,311,90,34,1.6,42.5,5,0,0,0,0,0
2609,2021/5/23,灞桥区洪庆,443,15.2,205,31,18,1.8,20,1,1,0,1,1,1
2610,2011/9/20,未央区六村堡,485,20.6,74,73,20,1,40,1,0,0,0,0,1
2611,2010/9/13,长安区蒿沟,1088,50,499,92,22,3.3,13.3,2,0,0,0,1,0
2612,2013/6/29,未央区未央宫,564,16.6,124,56,15,2.5,12,1,1,0,0,0,0
2613,2021/5/26,临潼区骊山,663,37.1,805,52,68,17.2,7.9,1,1,0,1,1,1
2614,2017/8/23,蓝田县九间房,1667,36.3,383,95,43,2.3,37.4,5,0,0,0,1,0
2615,2011/8/13,周至县厚畛子,1501,47.9,484,79,30,2.1,28.6,5,1,0,1,1,0
2616,2021/7/13,长安区小峪,1362,24.3,659,40,24,2.1,22.9,0,0,1,0,0,0
2617,2018/9/11,周至县马召,1276,31.8,151,52,38,4,19,4,0,0,0,1,0
2618,2010/9/24,鄠邑区玉蝉,856,35.7,209,53,36,1.4,51.4,3,1,1,1,1,0
2619,2013/9/30,蓝田县葛牌,1296,24.3,34,69,20,1.3,30.8,5,0,0,0,0,0
2620,2023/11/17,灞桥区白鹿塬,586,19.8,359,42,36,5.6,12.9,1,1,0,0,0,0
2621,2015/1/2,灞桥区白鹿塬,560,27.1,152,49,16,1.4,22.9,1,1,1,1,1,0
2622,2022/8/13,灞桥区白鹿塬,809,20.8,239,48,17,1.8,18.9,1,1,1,1,1,0
2623,2016/1/3,长安区子午峪,920,37.4,190,94,35,15.9,5,0,0,1,1,1,0
2624,2023/8/7,蓝田县汤峪,1055,45.9,288,56,21,1.3,32.3,2,0,1,1,0,0
2625,2023/7/10,鄠邑区蒋村,1262,50,698,83,20,1.1,36.4,4,0,0,0,0,0
2626,2010/10/10,雁塔区电子城,466,24.6,279,52,19,4.2,9,1,0,0,0,1,0
2627,2022/7/2,灞桥区席王,494,17.5,29,30,18,3,12,1,0,1,1,1,0
2628,2018/4/20,长安区蒿沟,1247,36.7,327,90,21,3.1,13.5,2,0,1,1,1,0
2629,2021/1/8,周至县马召,2286,43.8,204,42,37,4.1,18,0,1,1,1,1,0
2630,2011/8/25,周至县板房子,1014,35.2,218,92,34,2.6,26.2,4,0,0,0,0,0
2631,2021/9/29,高陵区鹿苑,733,29.5,396,42,26,8.4,6.2,4,0,1,0,0,0
2632,2015/9/8,灞桥区席王,869,28.5,74,30,28,1,56,1,1,0,1,1,0
2633,2022/10/1,长安区太乙宫,1627,44.7,144,40,47,5.7,16.5,3,1,1,1,1,0
2634,2015/9/29,灞桥区席王,735,17.5,317,30,13,1.7,15.3,1,0,1,0,0,0
2635,2017/7/13,鄠邑区祖庵,2086,30.3,296,87,20,1.4,28.6,5,0,0,0,0,0
2636,2023/9/28,蓝田县蓝关,1054,43.9,312,55,22,1.4,31.4,3,0,1,1,0,0
2637,2023/1/30,蓝田县葛牌,2307,35.1,14,74,65,6.1,21.3,5,1,1,1,1,0
2638,2020/9/21,蓝田县玉川,1379,29.8,38,71,28,4.4,12.7,3,0,1,1,0,0
2639,2011/6/2,鄠邑区甘河,981,39.2,23,87,34,6.1,11.1,0,1,0,1,1,0
2640,2012/7/15,灞桥区白鹿塬,345,20.8,199,30,15,1.2,25,1,1,1,1,0,0
2641,2022/5/4,鄠邑区蒋村,2362,41.3,185,66,36,2.6,27.7,0,1,0,0,0,0
2642,2015/7/6,灞桥区洪庆,469,17,504,40,17,3.1,11,1,0,0,0,0,0
2643,2020/10/17,长安区沣峪,2164,38.1,228,62,37,5,14.8,3,0,1,1,1,0
2644,2022/5/15,长安区小峪,906,36,215,78,49,5.6,17.5,0,0,1,0,0,0
2645,2020/5/4,阎良区关山,895,15.6,360,40,16,1.1,29.1,1,1,1,0,0,0
2646,2013/2/16,周至县厚畛子,2484,45.5,692,53,54,4.7,23,4,1,0,1,0,0
2647,2010/8/6,雁塔区曲江,632,23.9,42,61,20,2.8,14.3,1,0,0,0,0,0
2648,2020/8/2,灞桥区白鹿塬,784,21.5,43,58,31,4.4,14.1,1,1,0,1,1,0
2649,2016/12/8,长安区蒿沟,871,20,39,93,41,4.9,16.7,3,0,0,0,0,1
2650,2022/7/17,蓝田县玉川,2452,33.6,272,83,27,10.3,5.2,0,1,0,1,0,0
2651,2017/9/30,长安区沣峪,1754,39.4,74,79,61,4.8,25.4,2,1,1,1,1,0
2652,2015/10/28,临潼区骊山,490,40.6,262,47,46,5,18.4,0,1,1,1,0,1
2653,2014/8/18,未央区谭家,973,13.5,25,51,15,4.2,7.1,1,0,0,0,0,0
2654,2022/9/4,蓝田县九间房,1803,42.4,123,40,39,5.3,14.7,3,0,1,0,1,0
2655,2016/7/28,鄠邑区涝峪,2009,36.4,379,67,54,3.3,32.7,4,1,1,1,1,0
2656,2011/11/22,长安区太乙宫,1795,20,21,40,55,14.6,7.5,2,1,1,1,1,0
2657,2022/7/25,周至县马召,2421,33.1,1076,95,90,7.8,23.1,0,1,1,1,1,0
2658,2022/9/13,高陵区鹿苑,605,31.9,122,30,17,1.9,17.9,4,1,1,1,0,1
2659,2013/6/11,蓝田县玉川,1098,32.3,340,44,46,6,15.3,2,1,1,0,0,1
2660,2020/7/31,临潼区零口,367,24.9,661,39,41,3.2,25.6,1,1,0,0,0,1
2661,2017/8/20,鄠邑区祖庵,1747,33.2,773,93,39,2.4,32.5,4,0,1,1,1,0
2662,2016/9/27,临潼区零口,972,36.7,694,38,39,5.3,14.7,0,1,1,1,0,0
2663,2021/10/14,周至县马召,1387,50,140,45,38,15.4,5,3,1,1,1,1,1
2664,2013/7/10,雁塔区电子城,836,24.7,70,47,10,4.9,5,0,0,0,0,0,1
2665,2019/6/4,蓝田县玉川,985,29,66,89,24,2.5,19.2,0,0,0,0,0,0
2666,2011/8/13,临潼区代王,744,29.3,1,54,47,4.8,19.6,0,1,0,1,1,0
2667,2019/9/17,长安区小峪,1396,33.3,236,62,51,11.5,8.9,2,0,1,0,0,0
2668,2016/10/27,长安区子午峪,862,23.6,197,40,20,1,40,3,0,0,0,0,0
2669,2013/9/27,长安区子午峪,1127,32.3,832,40,99,14,14.1,3,0,0,0,1,0
2670,2017/6/28,长安区太乙宫,1292,27.7,319,94,27,1.7,31.8,3,0,1,1,0,0
2671,2019/6/3,灞桥区洪庆,901,24.3,317,79,34,4.6,14.8,1,0,1,1,1,0
2672,2013/9/2,周至县广济,1149,33.4,52,90,23,2.3,20,5,0,0,0,1,0
2673,2021/10/23,周至县厚畛子,1804,32.5,145,74,61,3.3,37,0,0,0,0,1,0
2674,2016/6/11,长安区蒿沟,1943,34.2,58,40,42,1.9,44.2,0,1,1,1,0,0
2675,2017/5/10,长安区引镇,2198,44.3,979,40,91,16.6,11,0,1,0,0,1,0
2676,2019/8/24,周至县广济,1943,37,363,58,39,5.9,13.2,0,0,1,1,0,0
2677,2011/8/21,临潼区斜口,707,25,518,30,40,3.2,25,2,1,0,1,0,0
2678,2020/8/19,灞桥区狄寨,654,22.5,506,30,59,7.6,15.5,1,1,0,1,1,0
2679,2022/7/17,鄠邑区甘河,2238,49,140,53,20,1.6,25,3,0,0,0,0,0
2680,2016/9/23,蓝田县葛牌,1791,46.8,170,95,22,6.6,6.7,5,0,1,0,0,0
2681,2021/6/13,蓝田县汤峪,861,20,314,47,37,17.1,5,2,1,0,0,0,0
2682,2021/9/14,蓝田县玉川,1551,20,654,40,30,3.3,18.2,3,0,0,0,1,0
2683,2015/9/28,蓝田县玉川,883,29.5,314,57,46,3.9,23.6,2,0,0,0,0,0
2684,2010/6/24,灞桥区洪庆,340,27.7,415,44,17,1.6,21.2,1,1,1,1,1,1
2685,2018/8/8,长安区小峪,2415,31.6,388,60,22,1.6,27.5,2,0,0,0,1,0
2686,2016/8/10,鄠邑区甘河,1153,27.8,205,55,41,7.2,11.4,3,0,0,0,0,0
2687,2013/9/5,周至县板房子,1096,38.2,136,89,20,1,40,0,0,0,0,1,0
2688,2013/6/13,鄠邑区祖庵,1512,23.8,89,83,37,6,12.3,3,0,1,1,1,0
2689,2010/10/3,长安区引镇,2312,43.6,45,40,31,4.2,14.8,0,1,1,1,0,0
2690,2011/7/22,长安区蒿沟,849,20.3,932,80,37,2.9,25.5,3,0,1,1,1,0
2691,2021/8/22,长安区蒿沟,1653,31.7,180,92,28,3,18.7,3,0,1,0,0,0
2692,2021/10/18,鄠邑区玉蝉,1061,35.7,29,86,55,2.3,47.8,0,0,1,0,0,0
2693,2019/9/23,长安区太乙宫,1403,35.2,830,77,20,1.2,33.3,0,0,0,0,0,0
2694,2013/9/5,鄠邑区玉蝉,1584,43.1,26,56,27,3.8,14.2,4,1,0,0,1,0
2695,2012/10/6,鄠邑区涝峪,1317,45.9,117,82,70,7.8,17.9,3,1,1,1,0,0
2696,2018/8/6,长安区沣峪,2380,44.8,18,48,20,2.2,18.2,0,0,1,1,1,0
2697,2015/8/24,鄠邑区蒋村,1352,26.9,238,81,62,4,31,5,0,1,1,1,0
2698,2019/9/28,雁塔区杜城,808,23,353,76,12,1,24,1,0,0,0,0,0
2699,2022/6/5,阎良区新兴,735,27.9,2,53,43,5.7,15.1,2,0,1,0,0,0
2700,2011/9/30,雁塔区杜城,948,19.4,334,39,26,7.6,6.8,1,0,0,0,0,1
2701,2012/7/28,周至县广济,2115,35.5,482,84,37,26,5,5,0,0,0,0,1
2702,2011/7/24,长安区小峪,2359,36.7,483,73,21,2.8,15,2,1,1,1,1,0
2703,2019/9/1,蓝田县玉川,1496,34.4,154,81,24,1,48,3,1,1,0,1,0
2704,2015/12/20,蓝田县九间房,1120,44.9,750,85,22,4.3,10.2,3,0,0,0,0,0
2705,2020/6/16,周至县马召,1608,33.9,379,83,28,3,18.7,4,1,1,1,0,0
2706,2021/8/29,未央区六村堡,581,15.1,633,30,22,3.2,13.8,1,0,0,0,0,1
2707,2011/10/3,雁塔区曲江,497,17.3,478,43,29,7.4,7.8,1,1,1,1,0,1
2708,2017/9/28,鄠邑区涝峪,1325,29.7,124,47,26,2.2,23.6,5,1,1,1,1,0
2709,2021/5/5,未央区未央宫,807,21.9,114,77,12,1,24,1,0,1,1,1,0
2710,2019/6/10,蓝田县玉川,1750,29.1,78,95,20,1.2,33.3,3,0,1,0,0,0
2711,2023/9/17,灞桥区白鹿塬,481,20.8,184,57,29,3.2,18.1,1,0,0,0,0,0
2712,2017/9/27,长安区引镇,2454,23.3,812,93,27,5.6,9.6,3,0,0,0,0,0
2713,2011/9/23,蓝田县汤峪,2361,38.6,134,73,24,1.5,32,2,1,0,1,0,0
2714,2020/10/23,周至县王家河,1982,37.8,487,62,23,1.4,32.9,4,0,1,1,1,0
2715,2016/7/9,未央区未央宫,371,22.7,11,40,30,10.1,5.9,1,1,0,0,0,0
2716,2023/8/26,阎良区武屯,639,17.5,1270,54,30,1.5,40,1,0,0,0,0,0
2717,2015/7/7,未央区六村堡,305,20.7,226,45,37,5,14.8,1,0,0,0,0,0
2718,2022/6/1,阎良区武屯,927,24.1,141,58,41,2.2,37.3,4,1,1,1,1,0
2719,2022/9/26,临潼区代王,901,35.4,173,48,20,2.2,18.2,2,1,1,1,1,0
2720,2011/8/12,长安区蒿沟,2117,38.5,637,40,26,1.7,30.6,3,0,1,1,0,0
2721,2018/6/23,鄠邑区蒋村,1081,35.6,31,90,23,1,46,4,1,1,0,1,0
2722,2022/8/11,鄠邑区甘河,2106,31.2,893,40,32,2.6,24.6,3,1,0,0,0,0
2723,2013/9/8,周至县王家河,1187,31.9,442,57,52,5,20.8,4,1,0,1,1,0
2724,2016/7/5,灞桥区狄寨,820,17.1,29,33,22,1.8,24.4,1,1,0,0,1,0
2725,2011/7/18,灞桥区白鹿塬,399,23.7,397,33,10,1.1,18.2,1,0,0,0,0,1
2726,2018/6/14,长安区蒿沟,2338,29.7,99,95,32,1.3,49.2,0,0,0,0,1,0
2727,2023/7/29,长安区沣峪,2425,38.4,93,95,20,2.1,19,3,1,1,0,1,0
2728,2015/8/24,长安区子午峪,1536,34.6,119,40,51,6,17,2,1,1,0,0,0
2729,2019/9/13,鄠邑区蒋村,1982,44.9,80,74,30,4.1,14.6,0,0,0,0,1,0
2730,2019/7/24,蓝田县葛牌,903,35.6,336,69,27,2.3,23.5,5,0,0,0,0,0
2731,2022/5/9,长安区子午峪,2078,50,46,57,25,3.6,13.9,3,0,1,1,1,0
2732,2018/6/3,鄠邑区玉蝉,1851,30,178,40,53,4.7,22.6,0,1,0,0,1,0
2733,2015/11/25,鄠邑区甘河,2242,21.5,68,95,20,4.2,9.5,3,0,0,0,1,0
2734,2019/10/20,长安区沣峪,1652,31.5,93,82,71,2.1,67.6,3,0,1,1,1,0
2735,2012/10/5,临潼区斜口,789,31.4,149,32,60,10.8,11.1,2,1,1,1,1,0
2736,2012/9/17,周至县厚畛子,1086,46.1,168,90,58,2.9,40,5,1,1,0,0,0
2737,2016/10/28,鄠邑区祖庵,2006,46.6,167,46,44,3.5,25.1,5,1,1,1,0,0
2738,2021/10/16,长安区小峪,1306,41.9,32,83,33,1.8,36.7,0,1,0,1,1,0
2739,2011/6/20,临潼区斜口,435,36.8,1393,39,59,4,29.5,2,1,1,1,0,0
2740,2022/6/20,鄠邑区祖庵,1856,39.2,113,87,37,3.5,21.1,4,1,1,1,0,0
2741,2018/6/9,临潼区斜口,463,48.4,759,63,46,2.2,41.8,0,1,1,1,0,1
2742,2019/8/16,周至县马召,1476,48.2,405,94,35,6,11.7,3,0,0,0,1,0
2743,2017/8/12,蓝田县蓝关,918,36.5,398,40,20,1,40,3,0,1,1,1,0
2744,2023/8/25,阎良区关山,760,15,109,56,22,2.2,20,2,0,0,0,0,0
2745,2011/7/2,临潼区斜口,463,48.7,13,46,23,3.7,12.4,1,1,1,1,1,1
2746,2010/8/10,蓝田县玉川,1309,22.6,241,52,41,4.4,18.6,5,1,1,1,1,0
2747,2021/6/4,鄠邑区涝峪,1522,50,452,63,59,6,19.7,3,0,1,0,0,0
2748,2017/2/17,周至县广济,1251,28.7,260,77,34,1.1,61.8,5,0,0,0,0,0
2749,2023/8/6,灞桥区狄寨,365,20.2,487,80,21,2.1,20,1,1,0,1,1,0
2750,2015/4/11,周至县板房子,1441,29.3,64,80,26,3.2,16.2,3,0,1,0,1,0
2751,2020/6/17,鄠邑区涝峪,1467,30,327,80,63,8,15.8,4,1,1,1,1,0
2752,2011/9/30,鄠邑区祖庵,2001,32.5,52,40,32,3.8,16.8,3,1,0,1,1,0
2753,2013/10/12,长安区太乙宫,1487,32.5,88,63,24,4.4,10.9,3,1,0,0,1,0
2754,2013/8/12,鄠邑区玉蝉,1521,25.2,44,63,35,3.4,20.6,3,1,0,0,1,0
2755,2013/7/12,未央区未央宫,659,18.5,71,30,29,1.4,41.4,1,1,1,1,1,0
2756,2016/9/27,鄠邑区甘河,2376,25.4,322,89,21,2.2,19.1,0,0,1,1,0,0
2757,2011/7/29,周至县广济,1865,39.2,446,63,62,11.2,11.1,3,1,1,1,1,0
2758,2022/10/11,长安区引镇,2420,44.5,52,61,40,7.7,10.4,3,0,1,1,1,0
2759,2019/5/13,灞桥区席王,626,16.9,150,47,40,4.3,18.6,1,1,1,1,0,0
2760,2015/9/29,蓝田县葛牌,1685,28.1,749,40,58,5,23.2,5,0,1,1,0,0
2761,2016/8/17,周至县王家河,2080,38,99,73,24,1.8,26.7,5,1,1,1,1,0
